,Unnamed: 0,id,factual,polyjuice,pplm,relitc,label,target,polyjuice_success,pplm_success,relitc_success,polyjuice_perplexity,pplm_perplexity,relitc_perplexity,factual_perplexity,polyjuice_edit_distance,pplm_edit_distance,relitc_edit_distance,polyjuice_tree_edit_distance,pplm_tree_edit_distance,relitc_tree_edit_distance,polyjuice_embedding_distance,pplm_embedding_distance,relitc_embedding_distance,polyjuice_implausibility,pplm_implausibility,relitc_implausibility
121,121,122,wholesale prices edged up in March relative to their level of a year earlier and posted the first increase on a twelve-month basis since July 2000.,"Wholesale prices edged up in march relative to their level in july 2017, and posted the first increase on a twelve-month basis since july 2000.","Wholesale prices edged up in march relative to their level of a year ago (from rs. 865 crore to rs. 905 crore). in the first quarter, the wholesale price of a",Wholesale prices in these markets declined relative to their level of a year earlier and posted the same pace on a twelve - month basis since july 2000.,1,2,False,True,False,61.90914916992188,50.41233825683594,86.89443969726562,43.80631637573242,0.1224489795918367,0.4965986394557823,0.2517006802721088,12.0,37.0,19.0,16.278796851027675,18.010806960044945,17.458588474207684,29.52055385072651,26.006014785803544,26.07815302428251
122,122,123,We continue to discuss whether or not the unemployment rate itself is an adequate measure of how much underutilization of labor resources there really is.,We continue to discuss whether or not the unemployment rate is an appropriate measure of how much over-fishing is happening.,"We continue to discuss whether or not the unemployment rate itself is a significant predictor of the likelihood of becoming unemployed or not, and whether the unemployment rate is actually an important determinant of whether",We continue to discuss whether or not the unemployment rate itself is an adequate measure of how much underutilization of labor resources there really is.,2,0,False,False,True,19.19254493713379,12.575404167175291,24.082406997680664,24.082406997680664,0.3506493506493506,0.7792207792207793,0.0,12.0,30.0,0.0,18.471440808655935,22.836236481040384,15.892626240137426,32.06424618483041,36.20264044044432,32.81103057054737
123,123,124,"Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and beliefs about the central bank's reaction function are evolving (Kozicki and Tinsley, 2001; Rudebusch and Wu, 2003; Cogley, 2005).","Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and beliefs about the central bank's long-term function are evolving (kozicki and tinsley, 2001; rudebusch and wu, 2003; cogley, 2005).","Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and nominal interest rates are fixed. in practice, these assumptions are not always true; some countries may experience a decline or a","Models of the term structure of interest rates better fit the data under the assumption that both inflation expectations and beliefs about the central bank's reaction function are evolving ( kozicki and tinsley, 2001 ; rudebusch and wu, 2003 ; cogley, 2005 ).",2,0,False,False,True,64.47087097167969,39.85468673706055,91.07613372802734,56.263633728027344,0.0509803921568627,0.4235294117647059,0.0352941176470588,13.0,38.0,10.0,28.530169978235023,14.814778039151877,17.58481750497177,47.76073438126144,37.81336687493212,37.55446870930413
124,124,125,"Staff Review of the Financial Situation The decision by the FOMC to keep the target range for the federal funds rate unchanged at the December meeting and its retention of the ""extended period"" language in the statement were widely anticipated by market participants and elicited little price response.","Staff review of the financial situation the decision by the fomc to keep the target range at its retention of the ""extended period"" language in the statement were widely anticipated by market participants and elicited little price response.","Staff review of the financial situation the decision by the fomc to keep the target range for the federal funds rate unchanged at the $4.75 to $4.85 target range, and thereby raise the federal funds target, was a decision that was","Staff review of the financial situation the decision by the fomc to keep the target range for the federal funds rate unchanged at the press meeting and its tightening of the "" stability period "" outlined in the statement were widely anticipated by market participants and elicited little price response.",2,1,False,True,True,166.50804138183594,53.1640625,153.38027954101562,53.06758117675781,0.2317880794701986,0.4370860927152318,0.1324503311258278,21.0,47.0,18.0,17.303121454699202,19.66975570651418,20.64130527780252,33.419329263845185,27.990466405468727,30.067789364606497
125,125,126,"Committee Policy Action In their discussion of monetary policy for the period ahead, Committee members agreed that the stance of monetary policy should not be changed at this meeting.","The club's executive board members are appointed by the president, and the vice president and chief legal counsel are nominated by the president.","Committee policy action in their discussion of monetary policy for the period ahead, committee members noted the importance of continuing efforts to strengthen the u.s. dollar and to maintain the momentum that the fed's policy","Committee policy action in their discussion of monetary conditions for the period ahead, committee members agreed that the stance of monetary policy should not be changed at this meeting.",2,0,False,True,True,14.568603515625,55.39060592651367,59.82887268066406,46.52082443237305,0.7103825136612022,0.4863387978142076,0.0655737704918032,40.0,36.0,9.0,14.312022415300182,24.49964009020424,17.096916541105312,34.869166962885075,31.20580991954963,35.686673704633435
126,126,127,"November 01, 2006 Community Development Financial Institutions: Promoting Economic Growth and Opportunity Chairman Ben S. Bernanke At the Opportunity Finance Networks Annual Conference, Washington, D.C. Share Good afternoon and thank you for inviting me to speak to your annual conference.","At the annual conference of the southeastern conference, the board of directors is led by john w. hulbert and thank you for inviting me to speak to your annual conference.","November 01, 2006 community development financial institutions: promoting economic growth and opportunity chairman ben s. bernanke at the opportunity finance conference (nov. 01) in atlanta, ga.

the american community survey shows that, of those adults living in","April 01, 2006 emerging global financial markets : presented by economist and treasury chairman ben h. bernanke at the opportunity and networks annual conference, washington, d. c. share good afternoon and thank you for inviting me to speak to your annual conference.",2,1,False,False,False,43.01266860961914,157.73831176757812,124.05801391601562,45.59011459350586,0.5813148788927336,0.3979238754325259,0.28719723183391,45.0,63.0,39.0,19.429326064907176,16.613239298828194,19.961122869061096,33.14301879590371,31.952861766198257,33.384478443929744
127,127,128,"In Japan, consumer prices were about unchanged,","In japan, consumer prices were charged unchanged,","In japan, consumer prices were about unchanged, while prices of imported goods were about 7.8 percent higher than in the us, according to the japanese statistics agency statistics japan","In japan, consumer prices were about rising,",2,1,False,True,True,264.7226867675781,41.56502914428711,169.60641479492188,115.58202362060548,0.1489361702127659,2.9574468085106385,0.1702127659574468,5.0,39.0,5.0,19.03240020403571,15.00129028954885,15.34494885124724,34.121645129204545,26.918455066520192,27.266593193885882
128,128,129,"Even so, the growth of investment spending over this period noticeably outpaced the rise in retained earnings, and thus these corporations turned to the capital markets to fill the widening gap.","So, the growth of the investment is growing, while the cost of production is declining, and thus the cost of production is likely to grow.","Even so, the growth of investment spending over this period noticeably outpaced the rise in gdp. the growth rate of investment spending was 1.6% in 2010 compared with 4.4% in 2008.
","Even so, the pace of investment spending over this period noticeably outpaced the rise in retained earnings, and thus these people turned to the emerging markets to fill the upward gap.",1,2,False,True,False,18.89343643188477,23.408641815185547,71.38711547851562,51.71624374389648,0.5927835051546392,0.4175257731958763,0.1701030927835051,45.0,32.0,10.0,21.226090899377244,17.587471677630997,25.5971645537628,36.62729009514316,25.89028061893996,32.06438497895594
129,129,130,Significant cost cutting by firms was thought to have led to a sizable increase in productivity growth in the first half of the year,The significant cost-cutting measures recommended by the governments of germany and the united kingdom were withdrawn from the agenda in the first half of the year,Significant cost cutting by firms was thought to have led to a fall in the number of deaths caused by road traffic accidents. the figures for 2005 to 2012 show that road accidents involving a cyclist,Significant cost to these firms was anticipated to have contributed to a significant increase in productivity later in the first quarter of the year,0,2,True,True,False,27.961183547973636,30.3976993560791,33.20186996459961,26.400781631469727,0.6363636363636364,0.7803030303030303,0.3636363636363636,33.0,37.0,10.0,19.10104962952748,16.65509248442773,23.794335762370604,25.910765947561284,24.666866350175233,31.451212223737187
130,130,131,The Federal Reserve is fully committed to both sides of its mandate-to price stability as well as to maximum employment-and it has both the tools and the will to act at the appropriate time to avoid any emerging threat to price stability.,"The federal reserve is financed jointly by the government of india, the government of tripura and ubi.","The federal reserve is fully committed to both sides of its mandate—to price stability as well as to maximum employment—and it's clear that there are limits to how much the fed can achieve without the other side.

on the one hand,",The federal reserve is fully committed to both sides of its relationship - to price stability as well as to fiscal stability - and it will employ the tools and the literature of policy at the appropriate time to avoid any adverse consequences to price stability.,1,2,True,True,False,83.40178680419922,39.25169372558594,42.74383544921875,44.23885726928711,0.7016806722689075,0.3655462184873949,0.3109243697478991,53.0,41.0,30.0,16.21728342005241,17.948923094339797,23.306915069544036,24.816364577557497,26.478859359691132,32.70815135517591
131,131,132,"""4 Importantly, the level of uncertainty around the paths for inflation and employment are higher than normal as we navigate the unprecedented reopening of the world economy.","Unfortunately, the level of authenticity about the paths for inflation and employment are low as we navigate the unprecedented reopening of the world economy.","""4 importantly, the level of uncertainty around the paths for inflation and employment growth over the next few years is unprecedented,"" he said. ""this means that the economy is now more vulnerable to a slowdown",""" 4 importantly, the level of uncertainty around the paths for inflation and employment are higher than normal as we support the unprecedented reopening of the world economy.",2,0,False,True,True,107.9278793334961,29.714998245239254,101.03736114501952,75.72860717773438,0.2068965517241379,0.5114942528735632,0.0517241379310344,9.0,38.0,2.0,17.002265042411683,19.79125774172055,20.754834757421676,34.68668019662106,29.064916674552702,31.359996478617504
132,132,133,"At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter were occurring, evidently because of the persistence of intense competition in most markets.","At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their labor costs, to the extent that the latter demand was occurring, evidently because of the persistence of intense competition in most markets.","At the same time, business firms generally were not raising their prices sufficiently to compensate for faster increases in their productivity. as a result, workers began working for shorter hours. by the 1930s, many workers were earning $1 a","At the same time, large firms generally were not raising their prices sufficiently to compensate for continued increases in their operating costs, to the extent that the latter were weaker, evidently because of the extent of intense competition between most firms.",1,2,False,False,False,39.83414077758789,35.25883865356445,37.09403610229492,34.92176055908203,0.0339622641509433,0.3811320754716981,0.1811320754716981,2.0,37.0,11.0,26.77996433248032,21.624930243744625,23.296592878117263,36.879088332596126,29.94521440635198,32.42239961961699
133,133,134,The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.,"The outbreak has also killed 105, 000 people and injured another 726 people.","The outbreak has also disrupted economic activity in many countries.

in the united states, where the outbreak started, the number of people without health insurance has jumped by over 30",The outbreak has also disrupted economic activity in many countries and has prompted significant movements in financial markets.,2,0,True,True,True,63.860137939453125,21.217453002929688,37.12409210205078,37.12409210205078,0.6328125,0.71875,0.0,21.0,35.0,0.0,23.84950961867766,25.478368087041005,24.12926966066576,32.22948511028649,32.26939986985023,32.31059029922767
134,134,135,"As a policymaker, I'd like to think that well-executed monetary and fiscal policies--each focused importantly on their respective long-run goals--played some role in creating economic conditions that fostered noninflationary economic growth.","As a policymaker, i'd like to think that well-executed monetary and fiscal policies--each focused importantly on their respective long-run goals--played some role in creating economic growth that fostered noninflationary economic growth.","As a policymaker, i'd like to think that well-executed monetary and fiscal policies--each focused importantly on one specific target--will make for better growth. but if you're trying to make economic policy, you also need to","As a policymaker, i'd like to say that well - executed monetary and fiscal agreements - - each focused importantly on their respective long - run objectives - - played some role in creating economic conditions that fostered noninflation in economic growth.",2,1,False,False,True,41.34177780151367,39.4044189453125,118.0930633544922,34.56993103027344,0.0414937759336099,0.4066390041493776,0.1493775933609958,5.0,35.0,28.0,19.74402234187447,19.858333535247528,20.072208490132088,33.00747587591527,34.68268509233628,30.439647916563516
135,135,136,They would account for the effects of higher energy prices on the real disposable income and spending demands of the household sector.,They would account for the effects of higher energy prices on the real disposable income and the spending demands of the household sector.,"They would account for the effects of higher energy prices on household expenditures, but not the effects of inflation on wages and salaries. in other words, they would not explain the wage stagnation",They would account for the impact of higher energy prices on the potential disposable income and spending costs of the household sector.,1,2,False,True,False,50.2931022644043,24.74892234802246,61.042327880859375,56.38787460327149,0.0298507462686567,0.7686567164179104,0.126865671641791,1.0,31.0,4.0,18.93982975979268,19.95412380268372,18.84322497437601,32.026861856136094,28.536838313332872,30.18259485912905
136,136,137,"If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range and, in the absence of explicitly identifying the mid-point as the target, about where within the range policymakers would prefer inflation to gravitate.","If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range and, in the absence of explicitly identifying the mid-point as the target, about where within the range policymakers would find inflation to gravitate.","If a range is selected, questions will arise about the differing implications of movements of inflation inside the range and outside the range.

inflation within a range of 2.5% will have a positive effect on the price level, while inflation","In markets above the range, implications will arise about the differing implications of movements in demand inside the range and outside the range and, in the absence of explicitly identifying the near - term as higher inflation, about where outside the range policymakers would prefer not to gravitate.",2,1,False,False,True,56.80696868896485,27.886499404907227,114.04741668701172,53.19844055175781,0.0202702702702702,0.3682432432432432,0.2398648648648648,1.0,34.0,28.0,20.971755902728383,20.19387765801897,19.42332568842997,38.71509804247342,35.47189501300513,30.799809249452032
137,137,138,"I would note, by the way, that at the current moment, it doesn't really matter whether we have one mandate or two, because we're below our inflation target and we-unemployment is above where we'd like it to be.","I would note, by the way, that at the current moment it doesn't really matter whether we have one or two films that are as good, or better, than this one.","I would note, by the way, that at the current moment, it doesn’t really matter whether we have one or four, but it would certainly be helpful if one were provided.

the answer is, we do, but only","I would note, by the way, that at the current moment, it doesn't really seem to be under one percent or two, because we're below our inflation target and we - inflation is usually where we'd like it to be.",0,2,True,True,False,14.923833847045898,26.83167839050293,29.48371124267578,24.90263557434082,0.3809523809523809,0.4047619047619047,0.1952380952380952,32.0,37.0,13.0,16.154885914500152,17.21016172633569,17.061520700302356,24.8461830970361,25.547642200717664,29.580993554284092
138,138,139,"By the way, we're also not at maximum employment, as I mentioned.","But the way, we 're not at any risk, as i mentioned.","By the way, we’re also not at maximum employment, as we should be, but there‖s no sign yet.

that would mean we‖re not at a","By the way, we're also looking at maximum employment, as they say.",0,2,True,False,False,121.95484924316406,53.505401611328125,41.07921600341797,45.353057861328125,0.3846153846153846,0.9846153846153848,0.2461538461538461,7.0,25.0,5.0,19.75846854584489,20.109794007267496,21.91082154255535,26.62213152611918,30.841959928031976,34.09132515958402
139,139,140,"Earlier in the year, as you will all recall, after careful study over a period of years, actually, the Committee announced the decision to implement monetary policy in an ample-reserves regime.","Empty in the year, as you will all recall, after careful study over a period of years, actually, the committee announced the decision to implement monetary policy in an sensible way.","Earlier in the year, as you will all recall, after careful study over a period of several months, my friends and i decided that it was time to do some serious research about how our bodies and minds work","Earlier in the discussion, as you will all recall, if inflation increases over a period of time, accordingly, the committee announced the decision to implement monetary policy in an open - reserves regime.",0,2,True,True,False,96.33240509033205,20.489133834838867,100.64183044433594,80.98768615722656,0.1243523316062176,0.4818652849740932,0.2538860103626943,5.0,30.0,22.0,17.105106885073308,15.737152330590376,20.482122310681262,27.09147639344193,24.8017557185131,36.534587485810356
140,140,141,"Because equity valuations may pose asymmetric risks to the economic forecast, the implied optimal responses of policy to changes in asset prices may be nonlinear.","Because equity valuations may pose unpredictable risks to the economic forecast, the implied optimal responses of policy to changes in asset prices may be nonlinear.","Because equity valuations may pose asymmetric risks to the economic forecast, the authors of this paper examine whether equity valuations have a negative effect on the economic forecast of countries that use a fiscal expansion strategy","Because equity valuations may pose asymmetric risks to the economic forecast, the implied optimal responses of policy to changes in asset prices may be nonlinear.",2,0,False,False,True,100.96440887451172,29.518999099731445,93.7553253173828,93.7553253173828,0.074074074074074,0.7098765432098766,0.0,1.0,36.0,0.0,16.277508142256814,21.794797055258563,18.97080062700496,37.578119326696644,35.31503741494148,38.494324875346734
141,141,142,"The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. ""","The committee's assessments will take into account a wide range of information, including relevant information on the policy and financial instruments, as well as on the political, social, environmental and economic components. ""","The committee's assessments will take into account a wide range of information, including readings on the effectiveness of the current policies, the impact of proposed regulations and the potential impacts of future changes. they may also take into","The committee's assessments indicated that "" some imbalances of growth, including concern for public health, financial market conditions, inflation pressures and inflation expectations, and concern for international stability. """,2,1,False,False,True,21.871566772460938,19.442625045776367,59.8754768371582,30.599533081054688,0.4430379746835443,0.4852320675105485,0.3164556962025316,28.0,34.0,24.0,20.62139886715695,22.456428915455383,22.3604418753575,36.5904549223326,37.331290659806065,30.870622820706636
142,142,143,"A considerable literature suggests that successful monetary policies should stabilize, or ""anchor,"" inflation expectations so as to prevent them from becoming a source of instability in their own right (Goodfriend, 1993; Evans and Honkapohja, 2003).","A considerable literature suggests that successful monetary policies should stabilize, or ""anchor,"" inflation expectations so as to prevent them from becoming a source of instability in their own own countries (goodfriend, 1993; evans and honkapohja, 2003).","A considerable literature suggests that successful monetary policies should stabilize, or ""anchor,"" inflation expectations so as to reduce the risks of a rise in unemployment or price volatility. such policy interventions, however, may be more expensive than expected,","Recent considerable literature has suggested that monetary policy should stabilize, or "" promote, "" inflation expectations so as to prevent them from becoming a source of instability in their own right ( goode and palmer, 2007 ; evans and honkad and powell, 2000 ).",1,2,True,False,False,84.65158081054688,40.290557861328125,84.84062194824219,59.32462692260742,0.0602409638554216,0.4176706827309236,0.2650602409638554,8.0,34.0,23.0,23.663737913140327,27.561946681923835,22.68358241570489,30.421037246974056,43.76002252991222,29.54629559671246
143,143,144,The staff viewed the extent of uncertainty around its June projections for real GDP growth and the unemployment rate as roughly in line with the average over the past 20 years.,The staff viewed the extent of uncertainty around its projected projections for real gdp growth and the unemployment rate as roughly in line with the average over the past 20 years.,"The staff viewed the extent of uncertainty around its june projections for real gdp growth. (photo: getty)

a strong economic recovery is likely, but the federal government needs to keep its fiscal plan",The staff viewed the extent of uncertainty around its june projections for real gdp growth and the unemployment rate as roughly in line with the average over the past 20 years.,2,0,False,False,True,61.64853286743164,81.21194458007812,82.53239440917969,42.51108551025391,0.0625,0.4715909090909091,0.0227272727272727,4.0,38.0,5.0,15.9101571368784,18.02648846258,17.35403383246559,38.262426467196704,31.816883122218492,39.34316007865687
144,144,145,"Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in November, in line with the average pace of job creation over the past year.","Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in november, in line with average pace of job creation over the past year.","Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in december, and the labor force participation rate was above 62 percent for the first time since 2009.


while the labor","Monthly increases in nonfarm payroll employment averaged nearly 180, 000 over the three months ending in november, in line with the average pace of job creation over the past year.",2,1,True,True,True,30.058876037597656,25.321165084838867,24.984983444213867,21.070947647094727,0.0277777777777777,0.4555555555555555,0.0055555555555555,3.0,30.0,2.0,19.609295418804525,18.008376551950768,20.501624065225688,29.966145044546174,28.573563713193067,31.190655606173795
145,145,146,"Putting It All Together I would now like to step back and consider the relative contributions to the trade deficit of each of the explanations I have discussed, as shown in figure 6.7 To the extent that the contributions of these shocks are reasonably well measured by the macroeconomic model simulations, the most important message I draw from them is that no single factor constitutes a dominant explanation of the deterioration in the U.S. current account balance.","After all, the global stiffness matrix is constructed by adding together the individual expanded element matrices.","Putting it all together i would now like to step back and consider the relative contributions to the trade deficit of each of the explanations i have discussed, as shown in figure 6.7 to the extent that the trade deficit can be attributed to changes in output from imports, then i think all three explanations are likely correct. however, there","Putting it all on hold today i like to step aside and forward the discussion back to the first reading of each of the explanations i have provided, as summarized in the following. 5 to the extent that the contributions to these shocks are empirically measured by the macroeconomic model itself, the most important message i draw from them is that no single factor constitutes a dominant explanation for a deterioration in the u. s. current account balance.",1,2,True,True,False,217.86349487304688,29.95162582397461,50.87388229370117,29.465648651123047,0.8308351177730193,0.4132762312633833,0.2655246252676659,110.0,64.0,44.0,15.183170284329544,20.29648181055594,20.455670731317674,24.73571496554663,29.244597181727002,35.30310324333093
146,146,147,"In agriculture, depressed levels of crop prices and weak global demand continued to weaken farm income.","In the agricultural sector, the highest teenage birth rate was in rural areas, and the lowest in urban areas.","In agriculture, depressed levels of crop prices and weak global demand have made food prices more volatile than they have been for decades. this has pushed some countries, such as india, to","In agriculture, rising levels of crop prices and rising global demand contribute to increasing farm income.",0,2,True,False,False,15.370450973510742,28.334352493286133,67.79357147216797,100.13842010498048,0.6990291262135923,0.970873786407767,0.233009708737864,29.0,37.0,11.0,15.530880496477092,30.747745389012486,21.549876326213983,24.21376620855106,41.504488356591736,36.37942307879186
147,147,148,The strongest case for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,The strongest point for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,"The strongest case for a link between monetary policy and economic growth comes from the united states. a strong dollar, low unemployment, low debt and high productivity all contribute to stronger demand",The strongest case for a link between monetary policy and changes in inflation dynamics is in the greater stability of inflation.,2,0,False,False,True,48.97780227661133,27.858022689819336,38.556148529052734,38.556148529052734,0.0387596899224806,0.8914728682170543,0.0,1.0,33.0,0.0,18.212069396485877,27.242421599038693,20.33996457191336,34.1908345610868,32.849258729354766,34.77123016630635
148,148,149,"Indeed, virtually every forecast projects a modest rise in broad measures of U.S. inflation this year, reflecting the dissipation or reversal of favorable supply shocks, most importantly the reversal in the path of oil prices, the stabilization of commodity prices and non-oil import prices, and some rebound in health care costs.","Indeed, virtually every forecast projects a modest rise in broad measures of u.s. inflation this year, reflecting the dissipation or deterioration of favorable supply shocks, most importantly the reversal in the path of oil prices, the stabilization of commodity prices and non-oil import prices, and some rebound in health care costs.","Indeed, virtually every forecast projects a modest rise in broad measures of u.s. inflation this year, reflecting the dissipation or reversal of favorable supply shocks, a strengthening economy, and a strengthening labor market for consumers.

the broadest measure of inflation, which includes food and","Therefore, the latest forecast projects a modest rise in recent measures of u. s. inflation since october, reflecting the misintendom a reversal of favorable supply shocks, most notably the reversal in the path of oil prices, the rise of commodity prices and non - oil import prices, and a drop in health care costs.",1,2,False,False,False,44.86673355102539,42.54252624511719,86.41426849365234,35.33274841308594,0.0333333333333333,0.3878787878787879,0.2393939393939393,3.0,44.0,26.0,20.180579302304963,18.262051816953104,24.68654695501843,33.36479272330656,34.940837867920656,32.37586530150214
149,149,150,"An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.","An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides not a general sense of the level that would, over that longer period, allow aggregate supply and demand to move into balance, given the evaluation of secular forces such as productivity and population growth.","An understanding of a likely long-run level of the equilibrium real rate is useful, even though the level is not directly observable, because it provides a general sense of the level that is likely to be reached at any time, and can help to predict future changes. this level, termed the","Such assessments of a likely long - run level of the equilibrium real economy is useful, even though the level is high for the short period, as it provides a general sense that the level of inflation, over that longer period, allow for strength of demand and a demand balance, given our evaluation of secular forces such as productivity and population growth.",2,1,False,False,True,43.97581481933594,29.421825408935547,78.46867370605469,40.84090423583984,0.0111731843575419,0.3519553072625698,0.2653631284916201,3.0,48.0,43.0,19.97659374223869,21.32020907051895,18.090086255319733,44.91194746263626,36.40373325292209,29.835324830655953
150,150,151,Business contacts in a few Districts reported that they had begun to have some more ability to raise prices to cover higher input costs.,"A few years later it failed again, but soon opened again.","Business contacts in a few districts reported that they had begun to notice a slight drop-off in new business, while those in the others were expecting no change at all.

the",Business contacts in a few districts reported that they had shown to have much more ability to bring attention to their own input decisions.,1,2,True,True,False,67.48709869384766,27.65336036682129,122.84549713134766,93.9815444946289,0.7573529411764706,0.5882352941176471,0.2794117647058823,36.0,30.0,13.0,15.228208194761772,17.2236803668963,15.660380230448633,24.33696724178801,25.358187510642125,24.559284266297453
151,151,152,"A few participants judged that while the labor market was close to full employment, some margins of slack remained; these participants pointed to the employment-to-population ratio or the labor force participation rate for prime-age workers, which remained below pre-recession levels, as well as the absence to date of clear signs of a pickup in aggregate wage growth.","A few weeks later, in an interview with humansvszombies. org, fixell defended his position.","A few participants judged that while the labor market was close to full employment, some margins of slack remained; these participants pointed to the employment-to-population ratio or the ""firms per worker ratio""—which measures the percentage of workers employed by each firm—as indicators of job creation.
","A few participants judged that while the labor market was close to full employment, some margins of slack remained ; these participants pointed to the employment - to - population ratio or the labor force participation rate for prime - age workers, which remained below pre - recession levels, as well as the absence to date of clear signs of a pickup in aggregate wage growth.",2,0,False,False,True,149.6510772705078,26.611099243164062,55.895599365234375,22.46500968933105,0.8260869565217391,0.3478260869565217,0.0244565217391304,87.0,43.0,13.0,17.320237896903876,21.62135941573943,23.09005633505085,32.17133358288823,33.398195660610185,31.883652843375852
152,152,153,"However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and what we define as money, and in doing so has inhibited the keying of monetary policy to the control of the measured money stock.1 Another example of ongoing structural change relates to innovations in mortgage finance.","Empty, in the past two decades, what constitutes money has been defined by the introduction of technologies that have facilitated the settlement process of settlement process and have empty the empirical relationship between reduced and what we define as money, and in doing so has reduced the empty of monetary policy to the control of the empty.","However, in the past two decades, what constitutes money has been obscured by the introduction of technologies that have facilitated the proliferation of financial products and have altered the empirical relationship between economic activity and wealth formation. these include financial innovations that are increasingly sophisticated, such as the spread of credit-related technologies such as credit-","Moreover, in a broadly wider sense, what is rising has been accelerated by the emergence of products that have facilitated the proliferation of such products that have altered the empirical relationship between underlying expectations and what we see as expectations, and in doing so has fostered the keying of monetary policy to the control of the measured money stock. 1 another example of ongoing structural change relates to innovations in mortgage finance.",2,1,False,False,True,68.04853057861328,24.63509178161621,63.861419677734375,39.99711227416992,0.3935483870967742,0.3419354838709677,0.2473118279569892,40.0,53.0,30.0,17.920805709660026,20.907124047498023,19.86517445159254,33.140536163482054,34.36591503331742,30.33284808790506
153,153,154,"At the same time, recent research on the science of monetary policy (as well as the analysis of several historical episodes) has underscored the pitfalls that can result from maintaining a zero or negative inflation rate over time.","As a result, recent research on the effects of hiv on human pregnancy also has limited its success.","At the same time, recent research on the science of monetary policy (as well as the analysis of several recent economic crises, as well as the development of new tools to do so) provides evidence that central banks do not have to","At the same time, recent research on the evolution of monetary policy ( as well as the analysis of recent historical episodes ) has underscored the pitfalls that can result from maintaining a positive or negative inflation expectations over time.",0,2,True,True,False,54.51147079467773,16.071414947509766,27.259069442749023,21.067352294921875,0.70995670995671,0.4372294372294372,0.1471861471861472,44.0,41.0,5.0,18.587389625352728,16.798365317040332,21.389061940577008,25.792931545577318,25.184739860465257,28.56303219960392
154,154,155,"Given the substantial uncertainty still attached to projections of money growth consistent with the Committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in July 1996.","Given the substantial uncertainty still attached to projections of money growth consistent with the committee's basic objectives for monetary policy, the members agreed that there was no firm basis for changing the tentative ranges set in july of 1996.","Given the substantial uncertainty still attached to projections of money growth consistent with the committee's basic objectives for monetary policy (i.e., keeping inflation under 2% and/or the federal funds rate near zero), a decision to continue","Given the substantial uncertainty already attached to the january statement as consistent with the committee's tightening objectives regarding monetary policy, both members agreed that there was little guidance prepared for changing the tentative ranges set for july 1.",2,1,False,False,True,104.03777313232422,41.69198989868164,149.2112274169922,94.73694610595705,0.0200803212851405,0.3333333333333333,0.3172690763052209,6.0,37.0,28.0,21.13113981883133,27.3885411332402,20.66877370859609,37.091225059856505,34.67846214026811,28.912257760622637
155,155,156,This supports the view that there has been an increase in trend productivity growth.,This does not support the view that there has been no increase in the number of car accidents.,"This supports the view that there has been an increase in the use of social media in the past few years, but does not indicate whether this has resulted in any increased risk of",This is the view that there has been an increase in trend productivity growth.,0,2,True,True,False,15.598459243774414,10.762621879577637,57.255462646484375,49.38106918334961,0.3928571428571428,1.238095238095238,0.0833333333333333,12.0,37.0,1.0,15.32706294824544,20.009379723532216,21.164304941113425,25.57873263417935,27.228230618262923,32.50205018823976
156,156,157,The reserve conditions contemplated at this meeting were expected to be consistent with some moderation in the growth of M2 and M3 over coming months.,The reserve conditions contemplated at this meeting were expected to be consistent with some moderation in the growth of the m2 and m3 over coming months.,"The reserve conditions contemplated at this meeting were expected to be consistent with the principles set forth in the agreement between the city and the state of colorado. however, the city may not take any",Tighter reserve conditions and rising interest rates were expected to be consistent with some moderation in the growth of m2 and m3 over coming months.,2,1,False,False,True,68.6086654663086,38.64265441894531,61.09261703491211,67.15472412109375,0.04,0.58,0.2,5.0,30.0,15.0,19.130858468086444,17.536950618516677,18.173798335674714,35.40344421450492,34.6835359181422,27.5981974552966
